movie_id;director
9260;Anthony Russo
61337;Sidney Lumet
13079;Vadim Perelman
89325;Lawrence Kasdan
4170;Marco Kreuzpaintner
41508;Lajos Koltai
12479;Alan Rudolph
44555;Zhang Yimou
10133;Vincenzo Natali
21345;Lu Chuan
173931;Lijun Sun
61984;Takashi Yamazaki
50601;Renny Harlin
26466;Christopher Smith
345003;Timothy Hines
236751;Randall Wallace
107;Guy Ritchie
357837;David Winters
8913;Mary Lambert
13889;Akira Kurosawa
18530;Jamie Thraves
358451;Mabel Cheung
927;Joe Dante
11;George Lucas
291870;Dan Mazer
907;David Lean
206563;Stephen Daldry
11887;Kenny Ortega
45317;David O. Russell
12094;Jeff Tremaine
10377;Jonathan Lynn
249164;R.J. Cutler
256092;Brian Trenchard-Smith
9942;David S. Ward
10748;Barnaby Thompson
1817;Joel Schumacher
10229;Adam Shankman
687;Tim Robbins
796;Roger Kumble
22804;Kevin Greutert
10156;Mel Brooks
12837;Gina Prince-Bythewood
17708;Rob Pritts
13937;Brian De Palma
28932;Norman Jewison
31909;Tobe Hooper
167073;John Crowley
3175;Stanley Kubrick
14369;Brendan Malloy
16888;Reginald Hudlin
121826;Dustin Hoffman
10646;Gregory Poirier
12149;Bill Paxton
304357;Simon Curtis
11184;Bill Condon
766;Sam Raimi
20009;Dewey Nicks
1587;Lasse Hallström
30973;Philip Saville
11109;Mike Leigh
9027;Daisy von Scherler Mayer
63020;Mira Nair
86829;Joel Coen
11065;Tim Blake Nelson
13888;William A. Graham
42345;Martin Ritt
13994;John Turturro
1590;Agnieszka Holland
62728;Rowan Joffe
11917;David Hackl
45138;Giuliano Montaldo
80271;Lisa Azuelos
4657;Ray Lawrence
14395;Karan Johar
24137;Oliver Parker
190847;Ruairi Robinson
11056;Jaume Balagueró
62;Stanley Kubrick
601;Steven Spielberg
13067;Jon Kasdan
25379;Léa Pool
88641;Floyd Mutrux
58051;Sajid Khan
14877;Christopher Cain
96399;Dean Wright
304410;Eric Lartigau
489;Gus Van Sant
373314;Shintaro Shimosawa
214;Darren Lynn Bousman
10890;Ivan Reitman
1588;Peyton Reed
316727;James DeMonaco
10314;Robert Iscove
663;Darren Lynn Bousman
11804;Geoffrey Sax
16781;Tyler Perry
11873;Martin Scorsese
9289;Bernhard Wicki
10414;Stephen Herek
1970;Takashi Shimizu
9614;Dennis Dugan
8922;Victor Salva
1648;Stephen Herek
17917;Carol Reed
74534;John Madden
19405;Chuck Sheetz
9355;George Miller
10999;Mark L. Lester
321258;William Brent Bell
44040;John Erick Dowdle
10426;Marcus Raboy
280092;Leigh Whannell
13938;Michael Schultz
10163;Brett Leonard
12182;Peter Sollett
1832;Kevin Smith
9034;Bob Dolman
15301;Steven Spielberg
10135;Rowdy Herrington
26352;Keenen Ivory Wayans
20616;John Polson
9794;Greg Coolidge
15037;Deborah Kaplan
227;Francis Ford Coppola
294272;David Lowery
11336;David Cronenberg
283445;Ciaran Foy
88036;Salim Akil
10984;Jamie Blanks
22824;Olatunde Osunsanmi
9526;Robert Altman
39349;Leon Ichaso
15983;Joseph Zito
14544;Malcolm D. Lee
11545;Wes Anderson
42684;Colin Strause
268238;John Madden
8359;Patricia Rozema
15648;Mark Rosman
41823;Spike Lee
11891;Steve Oedekerk
9362;Ron Underwood
9902;Rob Schmidt
14729;Walter Hill
9455;James Foley
103731;Jeff Nichols
10090;Ben Garant
164558;Morgan Spurlock
19905;Neal Brennan
17710;Tuck Tucker
75900;Simon Curtis
9515;Richard Shepard
27322;Theodore Witcher
328425;Joel Edgerton
14120;Jim Hanon
10050;Tommy O'Haver
1542;Mike Judge
10490;Michael Patrick Jann
87093;Tim Burton
10029;Peter Berg
9893;Joe Nussbaum
11507;Brian De Palma
37931;Jorma Taccone
3472;Stephen Frears
87818;Griffin Dunne
13160;Jeff Lowell
88005;Lorene Scafaria
52067;Miguel Arteta
73;Tony Kaye
134597;Marcus Dunstan
24034;Timothy Bjorklund
14283;François Girard
404;David Lynch
13201;Scott Kalvert
209403;Jason Bateman
7942;David Schwimmer
73247;Allan Arkush
253331;Mike Binder
34043;Eric Bross
9952;Werner Herzog
256924;Dan Fogelman
82532;Jay Duplass
41110;Luca Guadagnino
134371;John Putch
2088;Peter Medak
10388;Steven Soderbergh
1640;Paul Haggis
25520;Terence Davies
27342;Harley Cokeliss
13689;Victor Salva
67911;Tom Brady
24664;Spike Lee
329440;Jason Zada
47890;Franklin J. Schaffner
252512;Noah Baumbach
55720;Chris Weitz
9613;David Cronenberg
29076;Eric Blakeney
29339;Douglas McGrath
68812;Ariel Vromen
32740;Rakesh Roshan
14195;John Waters
73567;William Friedkin
41479;Derrick Borte
15394;Richard Kwietniowski
10071;Bob Odenkirk
1989;Wong Kar-wai
91076;John Turturro
12779;Guy Ritchie
13191;Joshua Seftel
11770;Stephen Chow
12703;Vincent Gallo
64559;Claude Chabrol
222649;Jon Stewart
115872;Bigas Luna
101173;Ralph Fiennes
25350;Dan Harris
10034;Mel Smith
20178;Bobcat Goldthwait
5072;Christopher Smith
18191;Stuart Gordon
31007;Jake Scott
11546;Alan Metter
41894;Jeb Stuart
184374;Rafa Lara
268171;Michael Radford
78149;Alan Smithee
24663;Michael Meredith
39037;Julio DePietro
22805;Katherine Dieckmann
39055;William Dear
245846;Kim Farrant
25186;Marcus Raboy
15017;Scott Marshall Smith
12245;Álex de la Iglesia
49787;Andrew Traucki
16358;Michael Clancy
7006;Patrick Lussier
66767;Robert Adetuyi
17622;Kari Skogland
283671;Taedong Park
18516;Paul Schrader
217708;Benedikt Erlingsson
42057;Gurinder Chadha
17577;Jason Connery
14608;Vic Sarin
34417;Jim Issa
15067;Kim Jee-woon
78383;Douglas Aarniokoski
43090;William Phillips
16614;Greg Mottola
9700;Andy García
10471;Steve Carr
250066;Sarik Andreasyan
667;Lewis Gilbert
208869;Julian Gilbey
86837;Michael Haneke
10306;Gary Sherman
106845;Valeri Milev
11576;Stanley Kramer
219;Pedro Almodóvar
11827;Gerald Potterton
22820;Jared Hess
31174;Richard Loncraine
244316;David Hackl
37737;Anurag Basu
62215;Lars von Trier
66125;Kriv Stenders
132316;Yash Chopra
348;Ridley Scott
30497;Tobe Hooper
27586;Floria Sigismondi
14811;Norman Jewison
660;Terence Young
68684;Joseph Kahn
40794;Ferzan Ozpetek
9400;F. Gary Gray
16162;Malcolm D. Lee
10585;Tom Holland
2359;Michael Moore
238636;James DeMonaco
10472;Kris Isacsson
11282;Danny Leiner
6521;Rod Lurie
14181;Ben Younger
1621;John Landis
9656;Glen Morgan
16428;Daniel Taplitz
10705;Kenneth Branagh
8272;Tamara Jenkins
24621;Linda Mendoza
1619;Christopher McQuarrie
9685;Burr Steers
14425;Hart Bochner
14624;Michael O. Sajbel
10179;Stewart Raffill
15568;Davis Guggenheim
14057;Bart Freundlich
12621;Andrew Fleming
1808;Todd Haynes
293670;Na Hong-jin
67675;Kevin Tancharoen
27329;Chatrichalerm Yukol
29514;George A. Romero
250349;Eric Lavaine
12454;Mike Leigh
39806;Marc Forby
15699;Peter Cattaneo
8883;Ole Christian Madsen
17926;Meiert Avis
291081;Julian Jarrold
41248;André Téchiné
25968;Emily Young
9671;Peter Faiman
52010;Martyn Pick
11588;Roland Suso Richter
43418;Jeremy Sims
71157;Maïwenn
13483;Joby Harold
333355;Genndy Tartakovsky
327833;Ekachai Uekrongtham
1547;Joel Schumacher
25196;Scott Cooper
16323;Mark Rydell
175528;David E. Talbert
8069;Roger Vadim
71805;Nils Gaup
9451;Alexander Payne
16727;Mira Nair
272693;Ari Sandel
10696;Vondie Curtis-Hall
150202;Tom Elkins
19644;Kang Woo-Suk
29963;Jane Campion
26022;Karan Johar
152747;J.C. Chandor
62676;John Sayles
20360;Vipul Amrutlal Shah
1116;Ken Loach
185008;Ayan Mukherjee
11620;Mervyn LeRoy
14353;Darren Lynn Bousman
11818;Serdar Akar
680;Quentin Tarantino
11176;James Frawley
242582;Dan Gilroy
11217;Jay Chandrasekhar
15121;Robert Wise
2619;Ron Howard
773;Jonathan Dayton
235;Rob Reiner
170;Danny Boyle
14114;Chris Stokes
10734;Don Siegel
37964;Rick Famuyiwa
28121;Martin Lawrence
40807;Jonathan Levine
10885;Masayuki Ochiai
225565;Tom Gormican
16471;Ken Shapiro
385736;Justin Tipping
11971;Kenneth Branagh
668;Peter R. Hunt
11596;Wes Craven
14429;John Schultz
13751;Doug Atchison
9490;Tamra Davis
14536;Jonas Elmer
1359;Mary Harron
9962;Miguel Arteta
15049;Erik Canuel
22821;Troy Duffy
42819;James Ivory
209263;Nicole Holofcener
37735;Will Gluck
59930;Matty Rich
10873;E. Elias Merhige
51588;Joe Nussbaum
23570;Matt Reeves
19489;Steve Rash
14629;Fina Torres
8293;James Ivory
291270;Charlie Kaufman
44009;Mike Leigh
1958;François Ozon
13154;Mark L. Lester
26618;David Dobkin
43923;Ryan Fleck
46138;Nigel Cole
45791;Anand Tucker
26306;Steve James
110683;Michael Winner
26963;Tomm Moore
198277;John Carney
7870;David Jacobson
13072;Michael Corrente
153397;Edward Hall
30141;Keith Gordon
17044;David Leland
10288;Andrew Currie
12183;Luke Wilson
44147;Jonathan Lynn
12192;Marc Schölermann
36597;Coky Giedroyc
13197;Robert Moresco
10913;Thomas Vinterberg
251321;Claudia Llosa
149;Katsuhiro ?tomo
10425;John Herzfeld
49081;Charles Binamé
256687;Keith Parmer
220488;Dennie Gordon
1544;Ol Parker
374461;Bruce Beresford
302;François Ozon
182873;James Nunn
21512;David Webb Peoples
389425;Michael Winnick
403;Bruce Beresford
29461;George Tillman, Jr.
33542;Stanley Tong
283708;David Oelhoffen
9388;Jason Reitman
1691;Eli Roth
24684;Lone Scherfig
2610;Anand Tucker
11308;Tony Richardson
11022;Joe Carnahan
34341;Paul Gross
15365;Charles Robert Carner
36046;Russell Holt
12569;Mike Judge
24356;Larry Charles
55903;Claude Miller
2577;Michael Winterbottom
103903;Sacha Bennett
73873;Rodrigo García
312113;Jeta Amata
14165;Siddharth Anand
2011;Vincent Paronnaud
45650;Joe Dante
7735;Dennis Gansel
301365;Nicolas Winding Refn
25941;Daniel Barber
29064;Robert Marcarelli
7326;Jason Reitman
326284;Ernie Barbarash
681;Guy Hamilton
238;Francis Ford Coppola
535;Adrian Lyne
19913;Marc Webb
713;Jane Campion
77930;Steven Soderbergh
10727;Jonathan Liebesman
253;Guy Hamilton
17908;Jay Russell
8390;Adam Brooks
57119;Salim Akil
3291;George Clooney
398;Bennett Miller
8068;Robert Rodriguez
10803;Michael Anderson
682;Guy Hamilton
10117;Craig R. Baxley
9392;Neil Marshall
24977;James D. Stern
79316;Matt Bettinelli-Olpin
2074;David O. Russell
1696;Rob Zombie
308639;Rick Famuyiwa
22314;Michael Rymer
2662;Rob Zombie
77156;Sharron Miller
12573;Joel Coen
44718;Aaron Schneider
11342;Steve Miner
241771;Gina Prince-Bythewood
34653;Tom Ford
11051;Martin Scorsese
14578;Michael Corrente
57825;Gurinder Chadha
9555;Phillip Noyce
15581;Don Michael Paul
13006;Tony Maylam
16651;Mitch Davis
4251;Yash Chopra
12400;David Mamet
39053;Jay Duplass
104896;Kevin Brodie
14112;Paul Schrader
12271;George Hickenlooper
71859;Lynne Ramsay
226354;John Stephenson
48620;Tim Chambers
33676;Curtis Hanson
37080;Rodrigo García
25388;Dick Richards
11687;Jean-Marie Poiré
39210;Sofia Coppola
30128;Bob Gosse
31535;Alex Zamm
44835;Spencer Susser
192134;Richard Shepard
1956;Gus Van Sant
24985;Thaddeus O'Sullivan
306745;Peter Sollett
47088;Shari Springer Berman
110402;Aleksey German
27004;Stephen Milburn Anderson
15013;Richard E. Grant
8374;Troy Duffy
277519;David Lam
78381;Francis Ford Coppola
164372;Vladlen Barbe
294512;Richard Rich
8879;Clint Eastwood
13001;Robert C. Cooper
9571;Richard Linklater
13649;Kenny Ortega
325373;Kim Nguyen
334527;Jackie Earle Haley
2211;Max Färberböck
13919;Arie Posin
14576;Damian Nieman
82505;Mark Tonderai
46738;Denis Villeneuve
38970;Gabriele Muccino
41009;Ian Fitzgibbon
7347;José Padilha
250546;John R. Leonetti
38415;Rachel Perkins
650;John Singleton
16620;Luis Valdez
25113;Alan Alda
11033;Brian De Palma
34723;Stephen Sommers
9430;Doug Liman
8998;Nicole Holofcener
10514;Robert Wise
10496;Louis Morneau
1591;Caroline Link
76025;Steve McQueen
4836;Matthew Vaughn
14631;Sterling Van Wagenen
87499;Zal Batmanglij
18923;Michael Mayer
26665;Hans Petter Moland
28089;Oren Moverman
62255;Ian Sharp
5708;Anton Corbijn
218;James Cameron
338;Wolfgang Becker
21641;Tom Hooper
10925;Dan O'Bannon
2293;Kevin Smith
621;Randal Kleiser
792;Oliver Stone
1777;Michael Moore
642;George Roy Hill
433;Robert Stevenson
16619;Robert Redford
1725;Robert Wise
11977;Harold Ramis
20322;Gary Hardwick
16158;Rick Famuyiwa
629;Bryan Singer
10160;Stephen Hopkins
11452;Walt Becker
12163;Darren Aronofsky
32275;King Vidor
13785;Christopher Guest
1103;John Carpenter
36739;Spike Lee
14144;Fred Savage
10622;Sammo Hung
13370;Christopher Guest
11191;Donald Petrie
10215;Peter Howitt
25066;Rusty Cundieff
1523;Kevin Macdonald
11361;Dominique Othenin-Girard
92591;Richard Linklater
57612;Jean-Jacques Mantello
12509;Ed Harris
15256;Risa Bramon Garcia
83686;Brian Klugman
80304;Matt Piedmont
28053;Raymond De Felitta
67913;John Michael McDonagh
13991;Deb Hagan
1443;Sofia Coppola
8545;Mark Herman
19556;Zach Cregger
231576;Zach Braff
16172;Mark Tarlov
13403;John Cameron Mitchell
15797;Sheldon Lettich
347764;Jon Knautz
13537;Billy Ray
20794;David Atkins
31064;Patrick Stettner
576;Sam Peckinpah
13990;Jonathan Levine
11583;Michael Crichton
18602;Lynne Ramsay
27549;Sylvio Tabet
59728;Rick Bieber
10930;Claude Chabrol
32395;Shana Feste
58882;Wayne Wang
7547;Joey Lauren Adams
35944;Peter Cattaneo
42222;Fred Zinnemann
13827;S.R. Bindler
44260;Tony Kaye
9282;Greg Marcks
38940;Perry Lang
35689;Jake Goldberger
97614;Stefan Ruzowitzky
37206;Vic Sarin
58626;William Kaufman
183894;Jim O'Hanlon
837;David Cronenberg
1555;Cédric Klapisch
244783;Kate Barker-Froyland
16564;Martin Koolhoven
168027;Charles Matthau
3482;John Frankenheimer
135595;Christopher Bessette
8982;Prachya Pinkaew
89861;Gary Sinyor
455;Gurinder Chadha
57022;John Sayles
14351;Preston A. Whitmore II
147767;Ashish R. Mohan
10664;Jaume Balagueró
55567;Stewart Raffill
9277;George Roy Hill
9443;Hugh Hudson
16186;Darren Grant
7863;Scott Hicks
138697;Joseph Gordon-Levitt
11901;Clint Eastwood
1548;Terry Zwigoff
11889;Richard Eyre
33155;William Sachs
5528;Christophe Barratier
321;Émile Gaudreault
4997;James Cox
925;Spike Lee
27451;James Toback
73532;Aki Kaurismäki
979;Gaspar Noé
193722;Hitoshi Matsumoto
7913;Rakeysh Omprakash Mehra
253253;Collin Schiffli
51995;George Ratliff
13173;David Wain
22908;Shane Meadows
70670;Morten Tyldum
84204;Jon Wright
25248;Michael McGowan
230266;Liv Ullmann
16633;Jeannot Szwarc
63006;Rohan Sippy
91586;James Wan
215;Darren Lynn Bousman
333371;Dan Trachtenberg
9012;Jeff Tremaine
345911;David F. Sandberg
72571;Henry Joost
242512;Stiles White
10072;Chuck Russell
211954;Eugenio Derbez
82990;Henry Joost
29912;Henry Koster
11843;Blake Edwards
11284;Rachel Talalay
504;Patty Jenkins
173;Richard Fleischer
227348;Christopher B. Landon
1955;David Lynch
152532;Jean-Marc Vallée
243940;David Gelb
77;Christopher Nolan
157547;Mike Flanagan
2295;Kevin Smith
71;Stephen Daldry
147773;Nat Faxon
16096;Doug McHenry
24266;George T. Miller
16508;Maurice Joyce
2895;Robert Duvall
15660;Frank Perry
59968;Jesse Peretz
323677;Stephen Hopkins
19848;Ice Cube
256274;John Erick Dowdle
235271;Bille Woodruff
45153;Kasi Lemmons
284293;Richard Glatzer
24973;Michael Curtiz
21610;Bruce Malmuth
10283;Rob Hedden
8346;Joel Zwick
122081;Harmony Korine
10987;Joe Chappelle
1391;Alfonso Cuarón
747;Edgar Wright
14745;Mickey Liddell
26748;John Sayles
11357;Dwight H. Little
24913;Fred Walton
13776;Barry Levinson
14854;Steve Carver
50357;Gonzalo López-Gallego
13090;Christine Jeffs
192141;John Erick Dowdle
16441;Don Coscarelli
29996;King Vidor
351819;Michael Tiddes
14834;Bill Duke
22649;Frank Borzage
378200;Bille Woodruff
20455;Mamoru Hosoda
13193;Brian Dannelly
11042;Denys Arcand
10786;Richard Lester
12484;J.S. Cardone
17339;Guy Hamilton
11959;Jay Levey
9900;Nicholaus Goossen
14662;Tamara Jenkins
335;Sergio Leone
15745;Jon Favreau
17431;Duncan Jones
21014;Scott Marshall
78394;Ronan Chapalain
10217;Atom Egoyan
46332;Xavier Beauvois
13996;Randall Miller
3028;Jerry Belson
1024;Peter Jackson
343795;Michael Polish
45658;Dan Rush
16148;Jake Kasdan
4553;Brad Anderson
36351;Paul Schrader
245916;Michael Cuesta
27585;John Cameron Mitchell
1415;Fenton Bailey
313922;Jeremy Saulnier
14474;Billy Kent
199933;James Manera
13685;Wes Anderson
8744;Kevin Spacey
38428;Feroz Abbas Khan
8847;Errol Morris
39269;Dennis Hopper
46838;Eli Craig
51384;Nicholas Fackler
56930;Richard Wallace
41730;Morgan J. Freeman
18442;Matthew Hastings
298312;M. Night Shyamalan
11600;Brian De Palma
71547;Klaus Menzel
57876;Oren Peli
77495;Jaume Balagueró
13849;Paul Andrew Williams
14849;Stephen Herek
12486;Bob Saget
244403;William H. Macy
292481;Barrett Esposito
340816;Mitch Davis
78814;Eric Bross
297596;Paul Schrader
299552;Vicky Jewson
11935;Peter Hyams
113406;Marcia Bennett
290825;Kevin Smith
361159;Stanton Barrett
12555;Ji?í Menzel
31175;Fatih Akin
12498;Billy Bob Thornton
77949;Nick Murphy 
1690;Eli Roth
8435;Michael Winterbottom
64720;Jeff Nichols
49365;Frank LaLoggia
11404;Jeremy Brock
300706;Scott Foley
16337;Tobe Hooper
11577;Sam Peckinpah
77987;Nicolas Winding Refn
40185;Christophe Ali
68202;Gabriela Tagliavini
8981;Shona Auerbach
10914;Leonard Farlinger
50848;Michel Leclerc
166624;Analeine Cal y Mayor
10822;Tom Kalin
10844;Robert Sarkies
9336;Hugh Wilson
5689;Randal Kleiser
712;Mike Newell
13342;Amy Heckerling
10339;John Huston
1429;Spike Lee
9303;Lilly Wachowski
641;Darren Aronofsky
27686;Walter Lang
65749;Carlos Saura
6106;Oliver Stone
252680;Jon Erwin
141;Richard Kelly
66607;Beto Gómez
17139;Mike van Diem
12079;Jonas Åkerlund
39800;Todd Solondz
4550;Park Chan-wook
62116;René Féret
9991;Barry Skolnick
13807;Johnnie To
68818;Mateo Gil
12093;Lukas Moodysson
36419;Agnieszka Wojtowicz-Vosloo
281730;Kabir Sadanand
510;Milo¨ Forman
362105;Peter DeLuise
10970;Mel Brooks
375290;Raja Menon
17663;Kevin Sullivan
270938;Ernie Barbarash
116613;Nick Love
11826;Jonathan Glazer
29920;Daniel Espinosa
1088;Niki Caro
34069;Ivan Engler
10947;Kenny Ortega
47452;Richard Kwietniowski
3040;Timur Bekmambetov
11386;Neil Jordan
10246;Bob Clark
29426;George A. Romero
10331;George A. Romero
153;Sofia Coppola
703;Woody Allen
27191;Cecil B. DeMille
1365;Marc Forster
287424;Henry Hobson
451;Mike Figgis
165864;Duane Journey
987;Billy Wilder
241251;Rob Cohen
40494;Carol Reed
39781;Lisa Cholodenko
8337;John Carpenter
5925;John Sturges
8357;William Arntz
146203;Ed Gass-Donnelly
85350;Richard Linklater
512;Woody Allen
13408;DJ Pooh
47816;DJ Pooh
10744;Wayne Kramer
11536;John Huston
9782;Patrick Stettner
18713;James Melkonian
6537;Juan Antonio Bayona
184345;Michael Tiddes
1809;Roger Avary
2370;Alfred Hitchcock
9809;Bob Odenkirk
5;Allison Anders
11013;Steven Shainberg
19153;Rick de Oliveira
10132;Oliver Stone
16448;Christopher Guest
15122;Jeff Franklin
8141;John Dahl
1546;Mike Mills
48572;Kevin Smith
14517;Dave McKean
89708;Ron Fricke
27551;Ruggero Deodato
64678;Gavin Wiesen
309503;Mora Stephens
14293;Mars Callahan
15059;Mike Figgis
103328;Leos Carax
157847;David Gordon Green
25719;Stefan Schwartz
48309;Renny Harlin
27723;Robert Lee King
20468;Kevin Allen
242575;Jorge Ramírez Suárez
44945;David Schwimmer
29122;Barry Levinson
125123;Sam Miller
111190;Anne Fontaine
133575;Dan Ireland
54580;Fernando León de Aranoa
52015;Jim Mickle
34941;Stephen T. Kay
227975;Karim Aïnouz
60422;Sam Levinson
81390;Julian Gilbey
10981;Vincenzo Natali
225235;Aleksandr Veledinskiy
14902;Peter H. Hunt
121676;Ruba Nadda
22301;James Whale
20065;Edward Burns
257087;Phil Joanou
46420;Sean Byrne
114635;Chris Stokes
158150;Mark Griffiths
251979;Bruce MacDonald
874;Fred Zinnemann
10774;Sidney Lumet
770;Victor Fleming
266102;Richard Raymond
29715;Sam Peckinpah
25209;George Sidney
37495;Chris Morris
29262;Andrucha Waddington
34769;Peter Stebbings
35032;Vincente Minnelli
5178;Dagur Kári
8618;Nicholas Hytner
3116;John Schlesinger
9427;Peter Cattaneo
813;Jerry Zucker
352978;Kevin Carraway
10634;F. Gary Gray
9516;Albert Hughes
16288;Michael Gornick
23330;Sam Peckinpah
18900;Richard Brooks
27029;Fred Zinnemann
26268;Jack Smight
